시도,구시군,시장명,시장주소,2010_개설주기,2010_등록_인정 여부,2010_영업점포,2010_공동화장실 보유여부,2010_고객 주차장 보유여부
울산,울주군,언양공설시장,울산 울주군 언양읍 남부리 336-20외12필,상설+정기,등록,100,보유,보유
울산,울주군,언양종합상가시장,울산 울주군 언양읍 남부리 124-2,상설,등록,70,보유,미보유
울산,울주군,봉계공설시장,울산 울주군 두동면 봉계리 525외1필,상설+정기,등록,18,보유,보유
경기,수원시,조원시장,경기 수원시 장안구 조원동 742-23번지,상설,인정,136,미보유,미보유
경기,수원시,파장종합시장,경기 수원시 장안구 파장동 580-11,상설,인정,165,미보유,미보유
경기,수원시,장안문 거북시장,경기 수원시 장안구 영화동 273-5,상설,인정,97,보유,미보유
경기,수원시,권선종합시장,경기 수원시 권선동 1051,상설,인정,52,보유,보유
경기,수원시,시민상가,경기 수원시 영동 10-18,상설,인정,54,보유,미보유
경기,수원시,영동시장(주),경기 수원시 영동 8,상설,등록,267,보유,보유
경기,수원시,지동시장㈜,경기 수원시 지동 402번지,상설,등록,186,보유,보유
경기,수원시,화서시장,경기 수원시 화서동 97-1/2,상설,인정,400,보유,보유
경기,수원시,미나리광시장,경기 수원시 팔달구 지동 400-17,상설,인정,58,미보유,보유
경기,수원시,구천동 공구시장,경기 수원시 팔달구 구천동 46-23,상설,인정,84,미보유,미보유
경기,수원시,남문로데오시장,경기 수원시 팔달구 교동 3-11,상설,인정,140,보유,미보유
경기,수원시,못골종합시장,경기 수원시 팔달구 지동 413,상설,인정,75,미보유,미보유
경기,수원시,남문패션1번가시장,경기 수원시 팔달구 영동 43-5,상설,인정,221,미보유,미보유
경기,수원시,수원역전시장(주),경기 수원시 팔달군 매산로1가 57-1,상설,등록,215,보유,보유
경기,수원시,팔달문시장,경기 수원시 팔달구 팔달로 3가 25-1,상설,인정,200,보유,미보유
경기,수원시,구매탄시장,경기 수원시 영통구 매탄동 172-98,상설,인정,53,보유,미보유
경기,성남시,성남중앙시장,경기도 성남시 수정구 태평동 3681번지,상설,인정,67,보유,미보유
경기,성남시,신흥시장,경기도 성남시 수정구 신흥동 3436-10번지,상설,등록,10,보유,보유
경기,성남시,현대시장,경기도 성남시 수정구 태평동 3683번지,상설,등록,48,보유,미보유
경기,성남시,하대원시장,성남시 중원구 하대원동 266-1~3번지,상설,인정,101,보유,보유
경기,성남시,금광시장,경기도 성남시 중원구 금광동 4622번지,상설,등록,17,보유,미보유
경기,성남시,단대마트시장,경기도 성남시 중원구 금광동 10번지,상설,등록,90,보유,보유
경기,성남시,모란시장,경기도 성남시 중원구 성남동 4214번지,상설,등록,65,보유,보유
경기,성남시,돌고래시장,성남시 분당구 수내동 53번지,상설,등록,141,보유,보유
경기,성남시,코끼리시장,성남시 분당구 수내동 56번지,상설,등록,100,보유,보유
경기,의정부시,의정부시장,경기 의정부시 의정부동 148번지,상설,인정,65,미보유,미보유
경기,의정부시,의정부청과야채시장,경기 의정부시 의정부동 30-8,상설,인정,110,보유,보유
경기,의정부시,의정부제일시장,경기 의정부시 의정부동 160,상설,등록,690,보유,보유
경기,안양시,안양남부시장,경기 안양시 만안구 안양1동 622-378,상설,인정,300,보유,미보유
경기,안양시,안양박달시장,경기 안양시 만안구 박달1동 52-1,상설,인정,88,보유,보유
경기,안양시,석수시장,경기 안양시 만안구 석수2동 387-288,상설,등록,31,보유,보유
경기,안양시,육동시장,경기 안양시 만안구 안양동 434-3,상설,등록,22,보유,미보유
경기,안양시,안양중앙인정시장,경기 안양시 만안구 안양동 676-44,상설,인정,870,보유,보유
경기,안양시,청원시장,경기 안양시 만안구 안양동 688-17,상설,등록,19,보유,미보유
경기,안양시,호계종합시장,경기 안양시 동안구 호계동 988,상설,인정,249,미보유,미보유
경기,안양시,안양관양시장,경기 안양시 동안구 관양동 1406-43,상설,인정,96,보유,미보유
경기,안양시,비산시장,경기 안양시 동안구 비산동 419-30,상설,등록,20,보유,미보유
경기,부천시,강남시장, 경기 부천시 원미구 도당동 276-4,상설,인정,116,미보유,미보유
경기,부천시,부천상동시장, 경기 부천시 원미구 상동 244-3,상설,인정,149,미보유,미보유
경기,부천시,부천중동시장, 경기 부천시 원미구 중동 724,상설,인정,82,보유,미보유
경기,부천시,역곡북부시장, 경기 부천시 원미구 역곡1동 83-5,상설,인정,89,미보유,미보유
경기,부천시,원미부흥시장, 경기 부천시 원미구 원미2동 116-4,상설,인정,69,미보유,미보유
경기,부천시,원미종합시장, 경기 부천시 원미구 원미1동 97-12,상설,인정,110,보유,미보유
경기,부천시,청과물시장, 경기 부천시 소사구 심곡본1동 660-2,상설,인정,65,보유,미보유
경기,부천시,역곡남부시장, 경기 부천시 소사구 괴안동 108-6,상설,인정,67,미보유,미보유
경기,부천시,부천자유시장, 경기 부천시 소사구 심곡본동 543,상설,인정,262,보유,미보유
경기,부천시,부천한신시장, 경기 부천시 소사구 소사본3동 200-1,상설,인정,101,보유,미보유
경기,부천시,소사종합시장, 경기 부천시 소사구 소사본2동 78-38,상설,인정,57,미보유,미보유
경기,부천시,조공시장, 경기 부천시 소사구 괴안동 40,상설,인정,76,미보유,미보유
경기,부천시,원종고강제일시장, 경기 부천시 오정구 원종동 338-8,상설,인정,158,미보유,보유
경기,부천시,원종종합시장, 경기 부천시 오정구 원종동 367-1,상설,인정,58,미보유,미보유
경기,부천시,원종중앙시장, 경기 부천시 오정구 원종동 209-5,상설,인정,83,보유,보유
경기,부천시,원종시장, 경기 부천시 오정구 원종동 367,상설,인정,25,보유,보유
경기,부천시,고강시장, 경기 부천시 오정구 고강본동 407,상설,인정,58,미보유,미보유
경기,부천시,신흥시장, 경기 부천시 오정구 삼정동 315,상설,인정,60,보유,미보유
경기,부천시,오정재래시장, 경기 부천시 오정구 오정동 582-30,상설,인정,70,미보유,미보유
경기,광명시,광명시장,경기 광명시 광명동150/158,상설,인정,366,보유,미보유
경기,평택시,서정시장,경기도 평택시 서정동 317번지,상설+정기,인정,260,보유,미보유
경기,평택시,송북시장,경기도 평택시 지산동 745-14번지,상설+정기,인정,200,보유,미보유
경기,평택시,안중시장,경기도 평택시 안중읍 안중리 267-1,상설+정기,인정,396,미보유,보유
경기,평택시,중앙시장,경기도 평택시 신장동 317-6번지,상설,인정,326,미보유,보유
경기,평택시,통복시장,경기도 평택시 통복동 70-29,상설+정기,인정,610,보유,보유
경기,동두천시,동두천시 제일시장,경기 동두천시 생연동 823번지,상설,인정,63,보유,보유
경기,동두천시,동두천 중앙시장,경기 동두천시 생연동 604번지,상설,인정,191,보유,보유
경기,동두천시,동두천시 큰시장,경기 동두천시 생연동 698-1번지,상설+정기,인정,109,보유,보유
경기,동두천시,동두천 세아상가시장,경기 동두천시 생연동 809번지,상설,등록,45,보유,보유
경기,안산시,안산시시민시장,경기 안산시 단원구 초지동 604-4,상설+정기,등록,332,보유,보유
경기,고양시,원당재래시장,경기 고양시 덕양구 성사1동 697-12,상설,인정,64,미보유,미보유
경기,고양시,일산재래시장(일산종합시장),경기 고양시 일산서구 일산2동 617-20,상설,등록,102,보유,미보유
경기,과천시,새서울프라자시장,경기 과천시 별양동 1-18,상설,등록,151,보유,보유
경기,과천시,제일쇼핑센터시장,경기 과천시 별양동 1-13,상설,등록,104,보유,보유
경기,구리시,구리시장,경기 구리시 수택동 381-15,상설,인정,141,보유,미보유
경기,오산시,오산중앙시장,경기 오산시 오산동 843-9,상설+정기,인정,320,보유,보유
경기,시흥시,시흥삼미시장,경기 시흥시 신천동 738-6,상설,인정,123,미보유,미보유
경기,군포시,군포역전시장,경기 군포시 당동 749/ 750,상설,인정,59,미보유,미보유
경기,군포시,산본시장,경기 군포시 산본동 216-1,상설,인정,201,보유,보유
경기,하남시,(사)신장공설시장,경기 하남시 신장1동 427-159,상설,등록,41,보유,미보유
경기,하남시,덕풍재래시장,경기 하남시 덕풍동 326-9,상설+정기,인정,111,보유,보유
경기,하남시,신장전통재래시장,경기 하남시 신장1동 429-1,상설,인정,121,보유,보유
경기,용인시,용인중앙시장,경기 용인시 처인구 김량장동 133,상설+정기,인정,712,보유,보유
경기,파주시,광탄시장,경기 파주시 광탄면 신산리 266,상설,인정,107,보유,보유
경기,파주시,금촌재래시장,경기 파주시 금촌동 320번지,상설,인정,173,보유,미보유
경기,파주시,문산제일시장,경기 파주시 문산읍 문산리 10-31,상설,인정,87,보유,미보유
경기,이천시,관고재래시장,경기 이천시 관고동 10-13,상설+정기,인정,54,보유,보유
경기,이천시,사기말골도예촌 재래시장,경기 이천시 사음동 536,상설,인정,52,보유,보유
경기,이천시,장호원재래시장,경기 이천시 장호원읍 오남리 3-1,상설+정기,등록,35,보유,보유
경기,안성시,안성시장,경기 안성시 서인동 13-1,상설+정기,등록,124,보유,보유
경기,안성시,중앙시장,경기 안성시 서인동 81,상설+정기,인정,62,보유,미보유
경기,김포시,김포중앙시장,경기 김포시 북변동 382-11번지 일원,상설,인정,160,미보유,미보유
경기,화성시,남양시장,경기 화성시 남양동 1225-1,상설+정기,인정,410,보유,미보유
경기,화성시,발안시장,경기 화성시 향남면 평리 115-1,상설+정기,인정,900,미보유,미보유
경기,화성시,사강시장,경기 화성시 송산면 사강리 656-8번지,상설+정기,인정,196,보유,미보유
경기,화성시,조암시장,경기 화성시 우정읍 조암리 264-3,상설+정기,인정,370,미보유,미보유
경기,포천시,운천재래시장,경기 포천시 영북면 운천리 531-4,상설,인정,140,미보유,보유
경기,여주군,제일시장,경기 여주군 여주읍 하리 180-11,상설+정기,등록,60,보유,미보유
경기,연천군,전곡재래시장,경기 연천군 전곡읍 전곡리 479-31,상설,인정,75,보유,미보유
경기,양평군,양평시장,경기 양평군 양평읍 양근리 166-9,정기,인정,391,보유,보유
경기,양평군,용문시장,경기 양평군 용문면 다문리 626-2,정기,인정,0,보유,미보유
경기,양평군,양평재래시장,경기 양평군 양평읍 양조리 409번지,상설+정기,인정,0,보유,보유
강원,춘천시,남부시장,강원 춘천시 효자1동 684-11,상설,등록,40,보유,보유
강원,춘천시,서부시장,강원 춘천시 소양로2가 172-1,상설,등록,36,보유,보유
강원,춘천시,제일종합시장,강원 춘천시 약사명동 32,상설,등록,130,보유,보유
강원,춘천시,동부시장,강원 춘천시 운교동 183,상설,등록,66,보유,보유
강원,춘천시,춘천중앙시장,강원 춘천시 중앙로2가 42-18,상설,등록,128,보유,보유
강원,춘천시,후평일단지시장,강원 춘천시 후평2동 692-24,상설,인정,60,미보유,미보유
강원,원주시,원주남부시장,강원 원주시 명륜1동 26,상설,등록,196,보유,보유
강원,원주시,원주문막시장,강원 원주시 문막리 240-1,상설,인정,70,보유,미보유
강원,원주시,원주자유시장,강원 원주시 중앙동 57,상설,등록,463,보유,보유
강원,원주시,원주중앙시장,강원 원주시 중앙동 60-2,상설,등록,200,보유,미보유
강원,원주시,북원상가시장(태장시장),강원 원주시 태장2동 1379-23,상설,등록,20,보유,보유
강원,원주시,중앙시민전통시장,강원 원주시 중앙동 48번지,상설,인정,150,보유,미보유
강원,강릉시,강릉동부시장,강원 강릉시 옥천동183,상설,등록,107,보유,보유
강원,강릉시,강릉서부시장,강원 강릉시 용강동 29,상설,등록,22,보유,보유
강원,강릉시,강릉중앙시장,강원 강릉시 성남동 50,상설,등록,372,보유,보유
강원,강릉시,주문진수산시장,강원 강릉시 주문진읍 주문리 312-91,상설,등록,44,보유,보유
강원,강릉시,주문진종합시장,강원 강릉시 주문진읍 주문리 321-52,상설,인정,63,보유,미보유
강원,강릉시,주문진건어물시장,강원 강릉시 주문진읍 주문리 312-56,상설,인정,77,보유,미보유
강원,강릉시,강릉성남시장,강원 강릉시 성남동 53-17,상설,인정,122,보유,미보유
강원,동해시,동해중앙시장,강원 동해시 발한동 7-5,상설,인정,215,보유,보유
강원,태백시,황지자유시장,강원 태백시 황지동 38 일원,상설,등록,127,보유,미보유
강원,태백시,장성중앙시장,강원 태백시 장성동 170-107,상설,등록,63,보유,보유
강원,태백시,철암시장,강원 태백시 철암동 278-1,상설,등록,51,보유,미보유
강원,속초시,속초종합중앙시장,강원 속초시 중앙동 471-4,상설,등록,457,보유,보유
강원,속초시,속초중앙재래시장,강원 속초시 중앙동 472-10,상설,인정,163,미보유,보유
강원,삼척시,도계전두시장,강원 삼척시 도계읍 83-2,상설,인정,42,보유,보유
강원,삼척시,도계중앙시장,강원 삼척시 도계읍 390-1,상설,등록,43,보유,미보유
강원,삼척시,삼척중앙시장,강원 삼척시 남양동 55-4 외3,상설,등록,254,보유,보유
강원,홍천군,홍천중앙시장,강원 홍천군 홍천읍 신장대리 5-3,상설,등록,102,보유,미보유
강원,홍천군,홍천시장,강원 홍천군 홍천읍 신장대리 8-130,상설,등록,112,보유,미보유
강원,횡성군,횡성시장,강원 횡성군 횡성읍 읍상리 277-3번지 일원,상설,등록,130,보유,보유
강원,영월군,서부아침시장,강원 영월군 영월읍 영흥리 947-57번지 일원,상설,인정,17,보유,보유
강원,영월군,영월종합상가,강원 영월군 영월읍 하송리 11-1번지 일원,상설,인정,71,보유,보유
강원,영월군,서부공설시장,강원 영월군 영월읍 하송리 5-15번지 일원,상설,인정,56,보유,보유
강원,평창군,대화시장,강원 평창군 대화면 대화리 1001-5외 94필지,상설,인정,103,미보유,미보유
강원,평창군,봉평시장,강원 평창군 봉평면 창동리 353-1외 93필지,상설,인정,57,보유,보유
강원,평창군,진부시장,강원 평창군 진부면 하진부리 138-1외 96필지,상설,인정,85,보유,보유
강원,평창군,평창시장,강원 평창군 평창읍 하리 55-11외 75필지,상설,인정,54,미보유,미보유
강원,정선군,고한시장,강원 정선군 고한읍 고한10리,상설,등록,50,보유,미보유
강원,정선군,사북시장,강원 정선군 사북읍 사북8리,상설,등록,57,보유,미보유
강원,정선군,정선시장,강원 정선군 정선읍 봉양리 344-1,상설+정기,등록,114,보유,보유
강원,철원군,동송시장,강원 철원군 동송읍 이평4리 680-1외 2필지,상설+정기,등록,31,보유,미보유
강원,철원군,신철원 시장,강원 철원군 장안읍 신철원리,상설+정기,등록,24,보유,보유
강원,철원군,와수시장,강원 철원군 와수리 1171-19외 26필지,상설+정기,등록,42,보유,보유
강원,화천군,화천시장,강원 화천군 화천읍 하리 52-9,상설,등록,91,보유,보유
강원,양구군,양구중앙시장,강원 양구군 양구읍 상리 235,상설,등록,58,보유,보유
강원,인제군,원통시장,강원 인제군 북면 원통리 647-8,상설,인정,57,보유,보유
강원,인제군,인제시장,강원 인제군 인제읍 상동4리 일대,정기,인정,78,미보유,미보유
강원,고성군,간성시장,강원 고성군 간성읍 신안2리 262,상설+정기,등록,60,보유,보유
강원,고성군,거진시장,강원 고성군 거진읍 거진7리 272,상설+정기,등록,0,보유,보유
강원,양양군,양양시장,강원 양양군 양양읍 남문리 74,상설+정기,인정,60,보유,보유
충북,청주시,내덕자연시장,충북 청주시 상당구 내덕동 396-15,상설,인정,45,미보유,미보유
충북,청주시,북부시장,충북 청주시 상당구 우암동 346-61,상설,인정,168,보유,보유
충북,청주시,사단법인 중앙시장,충북 청주시 상당구 북문로 2가 95-2,상설,등록,74,보유,미보유
충북,청주시,서문시장,충북 청주시 상당구 서문동 166-2,상설,인정,58,보유,미보유
충북,청주시,육거리종합시장,충북 청주시 상당구 석교동 63-1,상설,인정,861,보유,보유
충북,청주시,가경터미널시장,충북 청주시 흥덕구 가경동 1283번,상설,인정,70,보유,미보유
충북,청주시,복대가경시장,충북 청주시 흥덕구 복대2동 1123,상설,인정,92,보유,미보유
충북,청주시,복대시장 ,충북 청주시 흥덕구 복대1동 630-6,상설,인정,105,보유,미보유
충북,청주시,사직시장,충북 청주시 흥덕구 사직동 267-12,상설,인정,56,보유,보유
충북,청주시,사창시장,충북 청주시 흥덕구 사창동 286-22,상설,인정,103,보유,보유
충북,청주시,수곡시장,충북 청주시 흥덕구 수곡2동 853,상설,인정,62,미보유,미보유
충북,청주시,운천시장,충북 청주시 흥덕구 봉명2동 467-2,상설,인정,85,보유,미보유
충북,청주시,원마루시장,충북 청주시 흥덕구 분평동 1297,상설,인정,100,미보유,미보유
충북,충주시,남부시장,충북 충주시 지현동 820,상설,인정,48,보유,보유
충북,충주시,충주공설시장,충북 충주시 충의동 101,상설,인정,104,보유,미보유
충북,충주시,충주무학시장,충북 충주시 봉방동 8-52,상설,인정,157,보유,보유
충북,충주시,충주자유시장,충북 충주시 충인동 325,상설+정기,인정,127,보유,보유
충북,충주시,중앙공설시장,충북 충주시 성서동 306,상설,인정,57,보유,보유
충북,충주시,충의시장,충북 충주시 충의동 128,상설+정기,인정,110,보유,보유
충북,충주시,현대타운상가,충북 충주시 성서동 163,상설,등록,45,보유,미보유
충북,충주시,연수상가,충북 충주시 연수동 924,상설,인정,100,미보유,미보유
충북,제천시,약초시장,충북 제천시 화산동 987,상설,인정,72,보유,보유
충북,제천시,역전시장,충북 제천시 화산동 207-3,상설,인정,115,보유,미보유
충북,제천시,중앙시장,충북 제천시 중앙로1가 77,상설,인정,320,보유,보유
충북,제천시,내토재래시장,충북 제천시 중앙로1가 32,상설,인정,58,미보유,미보유
충북,제천시,덕산재래시장,충북 제천시 덕산면 도전리 443-6,상설,인정,56,보유,미보유
충북,제천시,동문시장,충북 제천시 중앙로2가 113-8,상설,인정,52,미보유,미보유
충북,청원군,내수재래시장,충북 청원군 내수읍 마산리,상설+정기,인정,65,미보유,미보유
충북,청원군,부강재래시장,충북 청원군 부용면 부강리,상설+정기,인정,55,보유,보유
충북,보은군,관기재래시장,충북 보은군 마로면 관기리 293,상설+정기,인정,69,보유,미보유
충북,보은군,보은재래시장,충북 보은군 보은읍 삼산리 137-1,상설+정기,인정,31,보유,보유
충북,보은군,원남재래시장,충북 보은군 삼승면 원남리 190,상설+정기,인정,70,보유,미보유
충북,보은군,회인재래시장,충북 보은군 회북면 중앙리 59-15,상설+정기,인정,37,보유,미보유
충북,보은군,보은종합시장,충북 보은군 보은읍 삼산리 135,상설+정기,인정,34,미보유,미보유
충북,옥천군,옥천(종합)상가㈜,충북 옥천군 옥천읍 금구리 5-7,상설,인정,40,보유,미보유
충북,영동군,(사)영동중앙시장조합,충북 영동군 영동읍 계산리 693-27,상설+정기,인정,79,보유,보유
충북,영동군,영동재래시장,충북 영동군 영동읍 계산리 694-13,상설+정기,인정,104,보유,보유
충북,진천군,진천전통시장,충북 진천군 진천읍 120-4외,상설+정기,인정,53,보유,미보유
충북,진천군,진천중앙시장,충북 진천군 진천읍 305-10외,상설,인정,54,보유,보유
충북,괴산군,괴산시장,충북 괴산군 괴산읍 동부리 516,상설+정기,인정,285,보유,보유
충북,괴산군,목도시장,충북 괴산군 불정면 목도리 296,상설+정기,인정,85,미보유,미보유
충북,괴산군,연풍시장,"충북 괴산군 연풍면 행촌리, 삼풍리일원",정기,인정,33,미보유,미보유
충북,괴산군,청천시장,충북 괴산군 청천면 청천리 62-43,상설+정기,인정,98,보유,보유
충북,음성군,대소시장,충북 음성군 대소면 오산리 127-6,정기,인정,100,보유,미보유
충북,음성군,무극시장,충북 음성군 금왕읍 무극리 235-9,상설+정기,인정,80,보유,보유
충북,음성군,삼성(덕정)시장,충북 음성군 삼성면 덕정리 525,상설+정기,인정,90,보유,미보유
충북,단양군,단양인정시장,충북 단양군 단양읍 도전리 615,상설+정기,인정,137,보유,보유
충북,단양군,매포재래시장,충북 단양군 매포읍 평동리 1139,상설+정기,인정,62,미보유,미보유
충북,단양군,상진재래시장,충북 단양군 단양읍 상진리  805,상설+정기,인정,68,미보유,미보유
충북,증평군,증평장뜰시장,충청북도 증평군 증평읍 중동리 97-1,상설+정기,인정,98,보유,보유
충남,천안시,천안공설시장,충남 천안시 동남구 대흥동 63-3일원,상설,인정,127,보유,보유
충남,천안시,남산중앙시장,충남 천안시 동남구 사직동 202-15일원,상설,인정,205,미보유,보유
충남,천안시,병천시장,충남 천안시 동남구 병천면 병천리 152-5일원,상설+정기,인정,145,보유,보유
충남,천안시,중앙시장,충남 천안시 동남구 사직동 3,상설,등록,28,보유,미보유
충남,천안시,천일시장,충남 천안시 동남구 사직동 33,상설,등록,69,보유,미보유
충남,천안시,성정5단지시장,충남 천안시 서북구 성정동 727-1일원,상설,인정,64,미보유,보유
충남,공주시,산성시장,충남 공주시 산성동 190-1,상설,인정,1100,보유,보유
충남,공주시,산성시장 활성화구역,충남 공주시 중동 279,상설,인정,400,미보유,미보유
충남,보령시,동부시장,충남 보령시 대천동 618-64번지,상설,인정,63,보유,보유
충남,보령시,웅천시장,충남 보령시 웅천읍 대창리 432-1번지,상설+정기,인정,60,보유,미보유
충남,보령시,중앙시장,충남 보령시 대천동 331-7번지,상설,인정,157,보유,보유
충남,보령시,한내시장,충남 보령시 대천동 195-2번지,상설,인정,150,보유,미보유
충남,보령시,현대상가시장,"충남 보령시 대천동 618-69,동대동983-54번지",상설,인정,48,미보유,미보유
충남,아산시,둔포시장,충남 아산시 둔포면 둔포리 450-1,상설+정기,인정,155,미보유,미보유
충남,아산시,온양전통시장,충남 아산시 온천동 41-2,상설+정기,인정,99,보유,보유
충남,서산시,대산종합시장,충남 서산시 대산읍 대산리 119,상설,등록,42,보유,보유
충남,서산시,동부시장,충남 서산시 동문동 900,상설,인정,262,보유,보유
충남,서산시,해미시장,충남 서산시 해미면 읍내리 202,상설,등록,33,보유,미보유
충남,서산시,해미종합시장,충남 서산시 해미면 읍내리 184-1,상설,등록,28,보유,미보유
충남,논산시,강경대흥시장,충남 논산시 강경읍 대흥리 48-32,상설+정기,인정,108,보유,보유
충남,논산시,강경젓갈시장,충남 논산시 강경읍 황산리 198,상설,인정,93,미보유,미보유
충남,논산시,논산화지·중앙시장,충남 논산시 대교동 321-56,상설+정기,인정,298,보유,보유
충남,논산시,연무안심시장,충남 논산시 연무읍 안심리 14-2,상설+정기,인정,75,보유,보유
충남,금산군,금산수삼센타,충남 금산군 금산읍 중도리 24,상설+정기,등록,402,보유,보유
충남,금산군,금산시장,충남 금산군 금산읍 하옥리 335-1외 2,상설,등록,93,보유,보유
충남,금산군,금산인삼국제시장,충남 금산군 금산읍 중도리 8-1,상설+정기,등록,203,보유,보유
충남,금산군,금산약초시장,충남 금산군 금산읍 중도리 31,상설+정기,등록,240,미보유,보유
충남,금산군,중부시장,충남 금산군 금산읍 상리 89-4,상설,등록,17,보유,보유
충남,연기군,금남대평시장,충남 연기군 금남면 용포리 190-16,상설+정기,인정,67,미보유,보유
충남,연기군,조치원 시장,충남 연기군 조치원읍 원리 5-7,상설+정기,인정,74,보유,보유
충남,연기군,조치원 재래시장,충남 연기군 조치원읍 정리 23,상설+정기,인정,41,보유,보유
충남,연기군,조치원 우리시장,충남 연기군 조치원읍 원리 5-3,상설+정기,인정,81,보유,보유
충남,부여군,부여중앙시장,충남 부여군 부여읍 구아리 220,상설,인정,72,보유,보유
충남,부여군,홍산시장,충남 부여군 홍산면 남촌리 132-1,정기,인정,67,보유,미보유
충남,서천군,서천특화시장,충남 서천군 서천읍 686-1,상설,등록,309,보유,보유
충남,서천군,장항전통시장,충남 서천군 장항읍 신창리 110,상설+정기,인정,118,보유,보유
충남,서천군,판교시장,충남 서천군 판교면 현암리 147-7,정기,등록,37,보유,보유
충남,서천군,한산시장,충남 서천군 한산면 지현리 298-3,정기,등록,17,미보유,미보유
충남,서천군,비인시장,충남 서천군 비인면 성내리 334-4,정기,등록,21,미보유,미보유
충남,청양군,정산정기시장,충남 청양군 정산면 서정리 162,상설+정기,인정,42,보유,미보유
충남,청양군,청양상설시장,충남 청양군 청양읍 읍내리 196-4,상설,인정,176,보유,보유
충남,홍성군,갈산정기시장,충남 홍성군 갈산면 상촌리 174,정기,인정,40,보유,보유
충남,홍성군,광천정기시장,충남 홍성군 광천읍 230,정기,등록,186,보유,보유
충남,홍성군,홍성상설시장,충남 홍성군 홍성읍 오관리 397-6,상설,등록,96,보유,보유
충남,홍성군,홍성정기시장,충남 홍성군 홍성읍 대교리 397,정기,등록,240,보유,미보유
충남,예산군,고덕시장,충남 예산군 고덕면 대천리 778,정기,등록,28,보유,보유
충남,예산군,광시시장,충남 예산군 광시면 광시리 87-1,정기,등록,26,보유,보유
충남,예산군,덕산시장,충남 예산군 덕산면 읍내리 356-1,정기,등록,106,보유,보유
충남,예산군,삽교시장,충남 예산군 삽교읍 두리 568-37,정기,등록,40,보유,미보유
충남,예산군,역전시장,충남 예산군 예산읍 주교리 220-3,상설+정기,인정,22,보유,보유
충남,예산군,예산상설시장,충남 예산군 예산리 333-1,상설,등록,54,보유,미보유
충남,예산군,예산시장,충남 예산군 예산리 346-13,정기,등록,0,보유,미보유
충남,태안군,안면재래시장,충남 태안군 안면읍 승언리 1249,상설,등록,42,보유,보유
충남,태안군,태안상설시장,충남 태안군 태안읍 동문리 286,상설,등록,130,보유,보유
충남,태안군,태안서부시장,충남 태안군 남문리 170-3,상설,인정,181,보유,미보유
충남,당진군,당진상설시장,충남 당진군 당진읍 읍내리 145-12,상설,등록,171,보유,미보유
충남,당진군,신평시장,충남 당진군 신평면 금천리 359-1,정기,등록,0,보유,미보유
충남,당진군,합덕시장,충남 당진군 합덕읍 운산리 255-12,상설+정기,등록,15,보유,보유
전북,전주시,전주동부시장,전북 전주시 완산구 경원동3가 90-13,상설,등록,19,보유,보유
전북,전주시,전주남부시장,전북 전주시 완산구 전동 295-4,상설,등록,685,보유,보유
전북,전주시,서부시장,전북 전주시 완산구 효자동 201-2,상설,등록,170,보유,보유
전북,전주시,전주중앙시장,전북 전주시 완산구 태평동 36-1,상설,등록,546,보유,보유
전북,전주시,전주모래내시장,전북 전주시 덕진구 인후2동 203-10,상설,인정,295,보유,보유
전북,군산시,군산공설시장,전북 군산시 신영동 18-1,상설,등록,207,보유,보유
전북,군산시,군산수산물종합센터,전북 군산시 해망동 1011-21,상설,등록,138,보유,보유
전북,군산시,대야재래시장(5일장),전북 군산시 대야면 산월리 401-1번지,상설+정기,인정,53,보유,보유
전북,군산시,동부시장,전북 군산시 경암동 679-5,상설,등록,15,보유,보유
전북,군산시,동산시장,전북 군산시 나운1동 822-3,상설,등록,31,보유,보유
전북,군산시,명산시장,전북 군산시 명산동 18-10,상설,인정,52,보유,보유
전북,군산시,문화시장,전북 군산시 문화동 917-1,상설,등록,85,보유,보유
전북,군산시,삼학시장,전북 군산시 삼학동 795,상설,등록,30,보유,보유
전북,군산시,신영시장,전북 군산시 신영동 19-5,상설,등록,126,보유,보유
전북,군산시,역전종합시장,전북 군산시 대명동 138-107,상설,인정,91,보유,미보유
전북,군산시,나운주공시장,전북 군산시 나운동 822-3,상설,등록,46,미보유,미보유
전북,익산시,(주)이리북부시장,전북 익산시 남중동 1가 35-4,상설+정기,등록,166,보유,보유
전북,익산시,익산금마시장,전북 익산시 금마면 동고동리 696-1,상설+정기,등록,20,보유,보유
전북,익산시,익산매일시장,전북 익산시 창인동1가 88-5,상설,인정,57,보유,보유
전북,익산시,익산신동시장,전북 익산시 신동 808-1,상설,등록,24,보유,보유
전북,익산시,익산여산시장,전북 익산시 여산면 여산리 412-4,정기,등록,23,보유,미보유
전북,익산시,익산중앙시장,전북 익산시 창인동 1가137-1,상설,등록,122,보유,보유
전북,익산시,익산창인시장,전북 익산시 창인동1가 114-27,상설,인정,67,보유,미보유
전북,익산시,익산함열시장,전북 익산시 함열읍 와리 544-34,상설+정기,등록,21,보유,보유
전북,익산시,익산황등시장,전북 익산시 황등면 황등리 588-2,상설+정기,등록,36,보유,보유
전북,익산시,익산북부장,전북 익산시 남중동 35-9,정기,인정,112,미보유,보유
전북,정읍시,정읍제1시장,전북 정읍시 시기동 275-44번지,상설,등록,322,보유,보유
전북,정읍시,정읍제2시장,전북 정읍시 연지동 31-1번지,상설,등록,40,보유,보유
전북,정읍시,태인시장,전북 정읍시 태인면 태창리 201-3번지,정기,등록,8,보유,보유
